id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
With help from Khalil and the Egyptian army, the Player, Hendricks, and Kane launch an assault on the aquifer in an attempt to capture Taylor and Maretti. During the assault, the Player's cybernetic systems suddenly shut down until they are awakened by Kane, who reveals that Corvus can also infect anyone who interfaces with it, meaning that both Hendricks and the Player are infected as they had interfaced with Diaz and Hall. Continuing the attack, the team decides to lock down the facility in order to trap the rogue soldiers. While they manage to seal Maretti inside, Taylor makes it out and flees on a NRC harrier. During their pursuit of Maretti, the Player and Hendricks continue to experience complication in their cybernetics as Corvus is slowly taking control of them. While the Player manages to fight off Corvus's influence, Hendricks begins to take his frustrations out on the Player, accusing them of losing perspective and even going so far as to threaten to kill Kane, believing that she is somehow behind this until he is struck down by the Player. Telling Hendricks that nobody will be able to help them once Corvus takes control, the Player reminds him of their friendship and that they will need each other more than ever if they are going to fight off Corvus. Managing to bring Hendricks back to his senses, the pair then find and confront Maretti, who attempts to kill them with a sniper rifle but is ultimately killed by the Player when the later kicks him out a window onto a pile of debris, impaling him.

The team then learns that Taylor had made a deal with the NRC in exchange for protection and is currently in Lotus Towers, an NRC stronghold in the city of Cairo. The team then make an attempt to capture Taylor, killing the NRC General Hakim as a way to start a city wide revolution that'll divert the NRC's attention. As they make their way towards Taylor, the Player and Hendricks continue to suffer malfunctions in their cybernetics, experiencing constant system failures and hallucinations as well as hearing Corvus's voice. While the Player is still able to fight of the AI's influence, Hendricks, who had been infected since Singapore, becomes more aggressive and violent towards his own allies, stating that they are fighting a losing battle and that they will make no difference whether they win or lose. After managing to reach Taylor's location, Henricks and the Player attempt to reason with their old leader, who is in a catatonic state. Claiming that he will take them all home, Taylor takes control of the NRC grunts throughout the city, attacking everyone on site including the NRC soldiers. While chasing Taylor, Khalil contacts them and tells them that he is greatly outnumbered by the NRC before his communication cuts out, with Kane confirming that enemy forces captured Khalil. While the Player initially request that they save Khalil, Kane reminds them that Taylor is the priority but promises that they will do what they can once this is over.

After managing to catch up to Taylor, the pair is soon confronted by an army of grunts, with Hendricks staying behind to hold them off while the Player continues to pursue Taylor to the top of Lotus Towers. The Player then fights Taylor, who has commandeered an enemy Mothership. While the Player manages to take down the Mothership, their cybernetic arm is pinned by the ship's debris, partially shutting down other systems, which renders them defenseless. Taylor, who survived the crash unscathed, pulls out a combat knife with the intent of murdering the Player. After desperately trying to convince Taylor that he is not himself, the Player manages to get through to him briefly as Taylor regains his senses and tears out his own DNI through his neck, effectively cutting off Corvus's influence over him. While the Player initially believes that it is over, Taylor reminds them that Corvus still resides in the DNI's of both the Player and Hendricks, making them loose ends. Although the wounded Taylor is no longer considered a threat, he is suddenly killed by Hendricks, who has finally succumbed to the virus and leaves the Player pinned, departing aboard another mothership to the Coalescence facility in Zurich, Switzerland in order to find Krueger.

Kane manages to extract the Player and brings them to the hospital, where the Player tells Kane that they need to stop Hendricks. Kane, not wanting to lose the Player, tries to convince them that they don't have to do this, stating that she can't go on if the Player chooses to go down this path. The Player, set on stopping Hendricks, tells Kane that this is who they are, with Kane leaving behind her bandana and telling the player not to forget her. Some time later, The Player and Kane, who had chosen to remain with the Player out of loyalty, head to Zurich to stop Hendricks. While they have the support of the ZSF, they are hampered on route when Hendricks hijacks the entire city's computer systems and robotic defenders. After fighting through several hacked robots, the Player and Kane manage to breach the Coalescence HQ, discovering that Coalescence has found and replicated the deadly nerve gas Nova 6, having laced the virus into the explosives that killed the 300,000 people in Singapore. Kane attempts to bypass security by initiating emergency protocols, but is tricked and killed by Corvus when it traps her in a room full of Nova 6. Before she dies, Kane warns the Player not to trust in their DNI, knowing that Corvus is nearly complete indoctrinating them. The Player continues on and confronts Hendricks, who is holding Sebastian Krueger hostage in an attempt to know what the Frozen Forest is. The Player makes a final attempt to reason with Hendricks, but is forced to kill him after he executes Krueger in order to prevent Corvus from spreading.

Being the only surviving host of the virus, the Player attempts to commit suicide to prevent them from being controlled by Corvus, but ends up inside a simulated world created within their own DNI. There, the Player is reunited with the digital reincarnations of their teammates, with Hendricks informing the Player that they have reached the Frozen Forest, a place where they can digitally live on after death as their minds have become a part of Corvus's hive mind. Seeing that their former allies have all given into Corvus's influence, the Player continues on until they encounter Corvus with a digital version of Krueger, who also had a DNI, and demands to know why it was created. Krueger argues that every bit of technology embraced by the public presented new ways for their enemies to compromise them, and the DNI was a way of monitoring the thoughts of everybody at once. Corvus was designed to catalogue them. After being told that it was nothing but a mistake, Corvus brutally murders Krueger and destroys what remained of his subconscious. The Player, shocked by what they witnessed, kneels down in despair until they encounter the digitally reincarnated Taylor, who claims that he was the only one to reject the AI's influence before dying which made what remained of his subconscious a virus in Corvus's system. Agreeing to help the Player fight Corvus, Taylor explains that the only way for the Player to defeat Corvus for good is to initiate a system purge in their DNI.

While the Player is still able to fight through Corvus's digital forces, their mental state becomes more and more fractured and they begin to chant Corvus's words, although Taylor's remains their voice of reason and tells them to keep pressing forward. After fighting their way through Corvus's illusory forces, the Player manages to regain control of their body and attempts to purge their DNI. Corvus makes a last ditch effort to control the Player, but is held off by Taylor, who tells the Player to keep fighting. The Player then purges their DNI, causing both Corvus and Taylor to disappear. As the Player stumbles out of the building where the controlled robotics were overrun by the ZSF, a soldier asks the Player to identify themself. As their system slowly completes the purge, the Player says ""Taylor"" before the screen dramatically fades to black, leaving the Player's non-reality fate unknown.",2015-11-06 00:00:00.000,159,7,76.7778,20,65.6666,400
29130,30717,Call of Duty: Black Ops III - Digital Deluxe Edition,"The Giant Bonus Map: Zombies returns in all of its undead glory with ""The Giant"". Re-live the chaos of Treyarch's classic ""Der Riese"" Zombies map, picking up the Zombies story with Dempsey, Nikolai, Richtofen, and Takeo where Origins left off.",2015-11-05 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
140730,202222,Call of Duty: Black Ops III - Game of the Year Edition,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
29200,29164,Call of Duty: Black Ops III - Gold Edition,NULL,2015-11-06 00:00:00.000,1,NULL,NULL,NULL,80.0000,3
164244,41615,Call of Duty: Black Ops III - Hardened Edition,NULL,2015-12-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
36706,42948,Call of Duty: Black Ops III - Juggernog Edition,NULL,2015-12-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
146098,136212,Call of Duty: Black Ops III - Multiplayer Edition,NULL,2015-11-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
146318,8905,Call of Duty: Black Ops III - Steelbook Edition,NULL,2015-11-06 00:00:00.000,6,9,NULL,NULL,NULL,NULL
187972,28413,Call of Duty: Black Ops III - Zombies Chronicles,NULL,2017-06-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
195892,51378,Call of Duty: Black Ops III - Zombies Chronicles Edition,NULL,2017-05-16 00:00:00.000,NULL,NULL,NULL,NULL,90.0000,3
124073,135300,Call of Duty: Black Ops Mobile,NULL,2010-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
27609,77267,Call of Duty: Black Ops Zombies,NULL,2011-12-01 00:00:00.000,NULL,NULL,NULL,NULL,90.0000,3
104314,200078,Call of Duty: Devil's Brigade,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
107601,3761,Call of Duty: Finest Hour,NULL,2004-11-16 00:00:00.000,5,NULL,81.6000,7,62.0121,41
88107,2033,Call of Duty: Ghosts,NULL,2013-11-05 00:00:00.000,123,5,73.6087,27,64.0530,504
133654,100000,Call of Duty: Ghosts - Gold Edition,NULL,2014-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
156109,47493,Call of Duty: Ghosts - Hardened Edition,NULL,2013-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
164268,102078,Call of Duty: Ghosts - Prestige Edition,NULL,2013-11-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
169701,196597,Call of Duty: Global Operations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
175530,60777,Call of Duty: Heroes,NULL,2014-11-26 00:00:00.000,1,NULL,NULL,NULL,59.8421,6
67809,18968,Call of Duty: Infinite Warfare,NULL,2016-11-04 00:00:00.000,123,13,77.2400,32,71.1454,274
192990,118910,Call of Duty: Infinite Warfare - Digital Deluxe Edition,NULL,2016-11-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
90185,225379,Call of Duty: Infinite Warfare - Digital Legacy Edition,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11295,80632,Call of Duty: Infinite Warfare - Jackal Assault,NULL,2016-04-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
73855,82447,Call of Duty: Infinite Warfare - Launch Edition,NULL,2016-11-04 00:00:00.000,NULL,NULL,NULL,NULL,50.0000,1
138673,42896,Call of Duty: Infinite Warfare - Legacy Edition,NULL,2016-11-04 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
36170,41625,Call of Duty: Infinite Warfare - Legacy Pro Edition,"The Legacy Pro Edition of Call of Duty: Infinite Warfare comes in a SteelBook case and includes:

- Modern Warfare Remastered
- Season Pass
- The official game soundtrack
- Extra digital content in Infinite Warfare",2016-11-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
76327,113383,Call of Duty: Legends of War,NULL,2018-12-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
53798,106805,Call of Duty: Mobile,NULL,2019-05-14 00:00:00.000,20,NULL,82.5000,3,64.5762,71
84106,134229,Call of Duty: Modern Warfare - Dark Edition,NULL,2019-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110099,21198,Call of Duty: Modern Warfare - Mobilized,NULL,2009-11-10 00:00:00.000,1,NULL,69.0000,2,59.9654,5
76855,119894,Call of Duty: Modern Warfare - Operator Edition,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
95087,119895,Call of Duty: Modern Warfare - Operator Enhanced Edition,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
73137,136342,Call of Duty: Modern Warfare - Precision Edition,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110062,21199,Call of Duty: Modern Warfare - Reflex Edition,NULL,2009-11-10 00:00:00.000,3,NULL,68.5000,4,82.3157,9
99439,135298,Call of Duty: Modern Warfare 2 - Force Recon,NULL,2009-11-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
100366,154705,Call of Duty: Modern Warfare 2 - Hardened Edition,NULL,2009-11-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
102852,154704,Call of Duty: Modern Warfare 2 - Prestige Edition,NULL,2009-11-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69042,154707,Call of Duty: Modern Warfare 2 - Veteran Edition,NULL,2009-11-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
192700,95062,Call of Duty: Modern Warfare 2 Campaign Remastered,NULL,2020-03-31 00:00:00.000,20,NULL,74.0000,6,78.9680,43
170267,134652,Call of Duty: Modern Warfare 3 - Defiance,NULL,2011-11-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103444,47425,Call of Duty: Modern Warfare 3 - Hardened Edition,NULL,2011-12-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
94918,99951,Call of Duty: Modern Warfare 3 - Ultimate Edition,NULL,2013-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
54582,136209,Call of Duty: Modern Warfare Collection,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
193838,218405,Call of Duty: Modern Warfare II - Vault Edition,"Task Force 141 makes its massive return with a global squad of iconic veterans, these Operators include Captain John Price, Simon ""Ghost"" Riley, John ""Soap"" MacTavish, Kyle 'Gaz' Garrick and introducing Mexican Special Forces Colonel Alejandro Vargas.",2022-10-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
94791,42975,Call Of Duty: Modern Warfare Trilogy,NULL,2016-12-31 00:00:00.000,NULL,NULL,NULL,NULL,85.0000,2
184160,3120,Call of Duty: Roads to Victory,NULL,2007-03-13 00:00:00.000,4,NULL,59.0000,3,60.5065,14
122300,41513,Call of Duty: Strike Team,NULL,2013-09-05 00:00:00.000,1,1,NULL,NULL,NULL,NULL
178870,120543,Call of Duty: Trilogy,NULL,2008-02-02 00:00:00.000,NULL,NULL,NULL,NULL,70.0413,5
193236,165067,Call of Duty: Vanguard,"In August 1941, Private Lucas Riggs is stationed at Tobruk, Libya as part of the Australian-led Rats of Tobruk garrison. After a failed ambush attempt on the Royal Italian Army and Africa Korps, Riggs is assigned to recover supplies for the British Army, alongside fellow Rat Private Desmond ""Des"" Wilmot and British lieutenant Robert Jacobs. Riggs, Des and Jacobs manage to find intelligence relating to General Erwin Rommel, and destroy a German depot in the process, but they were detained by Major Henry Hamms for insubordination. In 1942, during the Battle of El Alamein, Riggs and the Rats are ordered by Hamms to form a defensive line, but Riggs disobeys the command and tries to retake a hill and call in bomber support with Des supporting him. The two of them succeed but Des is killed in action. Angered by the disregard for the Rats' contribution to the fight, Riggs punches Hamms out of frustration, resulting him facing prison time.

In June 1942, United States Navy pilot Lieutenant Wade Jackson participates in the Battle of Midway alongside his tail gunner, Aviation Machinist's Mate Mateo Hernandez. In November 1943 while assaulting the Imperial Japanese Army in Bougainville, Jackson and Hernandez's plane is shot down, and the two are captured by IJN & IJA soldiers. They are rescued by the 93rd Infantry Division, who later help them acquire an Imperial Japanese Navy Aichi D3A to assist the division in reclaiming the island.

In August 1942, Red Army medic Polina Petrova witnesses the Luftwaffe invade Stalingrad. She fails to save her father Boris from being executed by a Fallschirmager squad, but is able to escape with her brother Misha and several Soviet partisans. Petrol eventually acquires the nickname ""Lady Nightingale"" as she pursues Leo Steiner, the Wehrmacht commander responsible for the invasion. In January 1943, Petrova and Misha attempt to assassinate Steiner in Stalingrad, but Misha is severely wounded. He sacrifices himself to buy Petrova time to escape. Petrova eventually confronts Steiner and kills him and his personal army, inspiring the citizens of Stalingrad to reclaim the city from the Heer. She then sets her sight on Steiner's superior, Hermann Freisinger.

In June 1944, British paratrooper Sergeant Arthur Kingsley takes part in Operation Tonga, where he and the Parachute Regiment help destroy the Melville Gun Battery and several other bridges to assist the Allied forces in invading Normandy. Kingsley befriends fellow paratrooper Sergeant Richard Webb, who would later become Kingsley's right hand man

Kingsley, Webb, Petrova, Jackson, and Riggs, alongside a sixth soldier named Milos Novak, would eventually be recruited by Captain Carver Butcher to form the first special operations task force, callsign Vanguard. Kingsley is appointed leader of the task force. In April 1945, Task Force Vanguard hijacks a train to Hamburg, Germany, in search of intelligence regarding Project Phoenix, a secret Nazi program run by Freisinger. While infiltrating a Kriegsmarine submarine, the squad is captured by Freisinger’s Feldgendarmerie troops, minus Jackson who evaded them, and Novak who is bludgeoned to death by Freisinger. Vanguard is delivered to the Waffen-SS and Gestapo headquarters in Berlin, where Freisinger appoints officer Jannick Richter to interrogate them. Jackson is also captured after attempting to steal a plane; Richter demoralizes the squad by executing Webb.

Being unaware of Project Phoenix’s purpose and Freisinger’s involvement, Richter attempts to learn more by interrogating Petrova and Riggs about Steiner and Rommel’s connection to Freisinger. He deduces that the project was a coup attempt, in order to appoint Freisinger as the new Furher of the Fourth Reich. As Berlin falls under siege by the Red Army following Adolf Hitler’s suicide, Riggs breaks out of interrogation and frees the squad, while Kingsley kills Richter to avenge Webb. Vanguard pursues Freisinger to the airport, where they finally apprehend him and burn him alive. The four then board Freisinger’s plane, discovering numerous German documents and assets, revealing global Nazi covert operations. Kingsley decides to follow up on Project Aggregat, a secret V2 rocket facility, and orders Jackson to fly there in pursuit.",2021-11-05 00:00:00.000,66,1,74.7500,12,61.9313,31
189548,170047,Call of Duty: Vanguard - Ultimate Edition,NULL,2021-11-05 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
195326,131800,Call of Duty: Warzone,NULL,2020-03-10 00:00:00.000,27,NULL,85.2000,7,72.0825,65
189699,217618,Call of Duty: Warzone - Mobile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
176793,217815,Call of Duty: Warzone 2.0,NULL,2022-11-16 00:00:00.000,NULL,2,NULL,NULL,NULL,NULL
170823,135296,Call of Duty: World at War,NULL,2008-11-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
175270,625,Call of Duty: World at War,NULL,2008-11-11 00:00:00.000,163,NULL,80.0000,9,75.4838,640
147379,135297,Call of Duty: World at War,NULL,2008-11-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129101,19836,Call of Duty: World at War - Final Fronts,"The Game has 4 campaigns: War in the Pacific, Winter Offensive, Victory in Europe, and Victory in the Pacific. The player takes on the role of a marine in the Pacific campaigns and both British and American soldiers in the European campaign. Unlike the PC ""World at War"" titles, Final Fronts has a training level. The War in the Pacific and Victory in the Pacific Campaigns see Private Joe Miller (a reference to World at War protagonist C. Miller) and his fellow soldiers Sgt. Roebuck and Pvt. Polonsky (also in World at War) fight their way through Japanese defenses on Guadalcanal, Betio, Saipan, and Okinawa. A major difference in the American campaign from World at War is the fact that both Roebuck and Polonsky survive the final battle for Okinawa (also, Sgt. Roebuck shares a similar character model to Sgt. Dixon from Call of Duty 3). The Winter Offensive and Victory in the Europe campaigns have three protagonists: Pvt. Lucas Gibson of the US 80th Infantry Division of George S. Patton's Third Army, Pvt. Tom Sharpe of the British 6th Airborne Division, and Gunnery Sergeant Alex McCall of the US 4th Armored Division. The Winter Offensive campaign sees the Americans and British move to relieve the city of Bastogne (while the 80th take Ettelbruck in Luxembourg), and the Victory in Europe campaign sees the British 6th Airborne Division capture the town of Weser during Operation Varsity and the Americans capture Adolf Hitler's birthplace of Braunau-am-Inn in Austria.",2008-11-10 00:00:00.000,NULL,NULL,NULL,NULL,61.7708,8
129194,77291,Call of Duty: World at War - Zombies,NULL,2009-11-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
173969,28204,Call of Duty: WWII,"On June 6, 1944, United States Army Private First Class Ronald ""Red"" Daniels of the 1st Infantry Division takes part in the storming of Normandy Beach with his squad, consisting of: Private First Class Robert Zussman, who is his best friend, Private Drew Stiles, Technician Fifth Grade Frank Aiello, Technical Sergeant William Pierson and First Lieutenant Joseph Turner. During the operation, Zussman is stabbed, keeping him on the sideline.

Zussman returns to duty to partake in Operation Cobra, where the Allied forces successfully push to reclaim the town of Marigny. The squad is ordered by Colonel Davis to conduct a joint operation with Special Operations Executive British officers Major Arthur Crowley and Vivian Harris to intercept a German train carrying V2 rockets, near Argentan. Daniels and Zussman derail the train, before being escorted back to their squad by a French Resistance leader named Rousseau.

A week later, Rousseau and Crowley infiltrate a German garrison in Paris to retrieve explosives, in preparation of the squad's assault on the garrison. Midway, Rousseau kills SS-und Polizeiführer Heinrich, in retaliation for killing her family. The squad then successfully liberates Paris.

Two months later, the squad takes over a German-occupied hotel in the city of Aachen. They discover civilians inside the hotel, and Turner orders their evacuation, to Pierson's dismay. A young girl named Anna goes missing, and Daniels searches for her. German soldiers open fire on a truck carrying the civilians, killing Anna's older sister. Pierson sends the truck away without protection, creating a rift with Turner.

At the Battle of Hürtgen Forest, the platoon is ordered to take Hill 493. Turner splits the platoon into two groups; Pierson and Zussman are tasked with advancing towards the hill, while Turner and Daniels cover them until they can meet at the bottom. Turner's squad soon receives a transmission revealing that Pierson ordered an attack on the hill against Turner's orders. The platoon destroys an artillery position but the Germans counter-attack with a Tiger II tank. Daniels is knocked out trying to disable the tank, which is destroyed by tank commander Staff Sergeant Augustine Pérez. Turner is fatally wounded rescuing Daniels, and orders Daniels to abandon him while he covers the platoon's escape. Pierson becomes head of the platoon and makes Daniels his second-in-command, promoting him to Corporal.

At the height of the Battle of the Bulge, the platoon is surrounded by Germans. Daniels meets an African-American technician, Howard, who helps the platoon contact air support. The platoon captures several German soldiers and discovering that the Germans were ordered to destroy a bridge at Remagen, the last bridge over the Rhine. After destroying the explosives in transit, Pierson orders the platoon to attack a nearby air base to destroy the remaining explosives. The attack fails, resulting in Daniels and Zussman surrounded by enemy troops. Daniels is saved by Howard, while Zussman is captured and taken to a German POW camp, Stalag IX-B. In Stalag IX-B, Zussman is interrogated on his Jewish heritage by SS officer Metz, then beaten and sent to a POW labor camp. Daniels is hospitalized due to his wounds.

In the hospital, Daniels learns from Davis about the events that changed Pierson in the Battle of Kasserine Pass. After recovering, Daniels confronts Pierson in his tent and tears up his honorable discharge papers in order to rejoin the platoon. They successfully capture the last bridge over the Rhine. The platoon heads into Germany, liberating concentration camps in search for Zussman, eventually reaching the Berga labor camp, which they find abandoned. The camp's survivors were sent on a death march. Daniels finds and saves Zussman by killing Metz before he can execute him.

At the end of the war, Daniels parts ways with his platoon and returns to Texas, reuniting with his wife and newborn son. Daniels names his son Joseph Turner to honor the late lieutenant. He visits the grave of his older brother, Paul, who died fighting off a wolf to protect Red when the latter was still a kid. He places his Bronze Star medal on the grave, saying that his brother deserves it for showing him what it means to be a hero.",2017-11-02 00:00:00.000,451,192,75.2778,23,75.3483,400
79544,52717,Call of Duty: WWII - Digital Deluxe Edition,NULL,2017-11-03 00:00:00.000,4,3,NULL,NULL,50.0000,3
152938,136698,Call of Duty: WWII - Game of the Year Edition,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
185727,118729,Call of Duty: WWII - Gold Edition,NULL,2018-05-08 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
48468,11499,Call of Duty: WWII - Pro Edition,NULL,2017-11-03 00:00:00.000,6,4,60.0000,0,NULL,NULL
194767,86666,Call of Duty: WWII + Destiny 2 Bundle,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
95335,89115,Call of Duty: Zombies HD,NULL,2009-11-16 00:00:00.000,NULL,NULL,NULL,NULL,80.0000,2
195109,961,Commandos: Beyond the Call of Duty,NULL,1999-07-31 00:00:00.000,38,NULL,66.0000,1,81.4162,83
